Date,VIX_Price,Signal,Capital,Position,Portfolio_Value
1999-06-11,25.9,0,12536.741214057507,0.0,12536.741214057507
1999-06-14,26.51,0,12536.741214057507,0.0,12536.741214057507
1999-06-15,25.91,0,12536.741214057507,0.0,12536.741214057507
1999-06-16,22.4,0,12536.741214057507,0.0,12536.741214057507
1999-06-17,21.95,0,12536.741214057507,0.0,12536.741214057507
1999-06-18,21.75,0,12536.741214057507,0.0,12536.741214057507
1999-06-21,21.81,0,12536.741214057507,0.0,12536.741214057507
1999-06-22,21.7,0,12536.741214057507,0.0,12536.741214057507
1999-06-23,21.32,0,12536.741214057507,0.0,12536.741214057507
1999-06-24,23.06,0,12536.741214057507,0.0,12536.741214057507
1999-06-25,21.76,0,12536.741214057507,0.0,12536.741214057507
1999-06-28,22.63,0,12536.741214057507,0.0,12536.741214057507
1999-06-29,22.51,0,12536.741214057507,0.0,12536.741214057507
1999-06-30,21.09,0,12536.741214057507,0.0,12536.741214057507
1999-07-01,19.69,0,12536.741214057507,0.0,12536.741214057507
1999-07-02,18.66,0,12536.741214057507,0.0,12536.741214057507
1999-07-06,20.73,0,12536.741214057507,0.0,12536.741214057507
1999-07-07,20.35,0,12536.741214057507,0.0,12536.741214057507
1999-07-08,20.24,0,12536.741214057507,0.0,12536.741214057507
1999-07-09,17.96,0,12536.741214057507,0.0,12536.741214057507
1999-07-12,19.73,0,12536.741214057507,0.0,12536.741214057507
1999-07-13,19.95,0,12536.741214057507,0.0,12536.741214057507
1999-07-14,19.71,0,12536.741214057507,0.0,12536.741214057507
1999-07-15,18.68,0,12536.741214057507,0.0,12536.741214057507
1999-07-16,17.42,0,12536.741214057507,0.0,12536.741214057507
1999-07-19,19.07,0,12536.741214057507,0.0,12536.741214057507
1999-07-20,21.79,0,12536.741214057507,0.0,12536.741214057507
1999-07-21,21.46,0,12536.741214057507,0.0,12536.741214057507
1999-07-22,23.05,0,12536.741214057507,0.0,12536.741214057507
1999-07-23,23.32,0,12536.741214057507,0.0,12536.741214057507
1999-07-26,24.98,0,12536.741214057507,0.0,12536.741214057507
1999-07-27,23.23,0,12536.741214057507,0.0,12536.741214057507
1999-07-28,22.85,0,12536.741214057507,0.0,12536.741214057507
1999-07-29,24.52,0,12536.741214057507,0.0,12536.741214057507
1999-07-30,24.64,0,12536.741214057507,0.0,12536.741214057507
1999-08-02,25.59,0,12536.741214057507,0.0,12536.741214057507
1999-08-03,26.27,0,12536.741214057507,0.0,12536.741214057507
1999-08-04,27.4,0,12536.741214057507,0.0,12536.741214057507
1999-08-05,27.01,0,12536.741214057507,0.0,12536.741214057507
1999-08-06,26.6,0,12536.741214057507,0.0,12536.741214057507
1999-08-09,27.66,0,12536.741214057507,0.0,12536.741214057507
1999-08-10,28.45,0,12536.741214057507,0.0,12536.741214057507
1999-08-11,25.39,0,12536.741214057507,0.0,12536.741214057507
1999-08-12,25.03,0,12536.741214057507,0.0,12536.741214057507
1999-08-13,22.31,0,12536.741214057507,0.0,12536.741214057507
1999-08-16,23.07,0,12536.741214057507,0.0,12536.741214057507
1999-08-17,21.67,0,12536.741214057507,0.0,12536.741214057507
1999-08-18,23.3,0,12536.741214057507,0.0,12536.741214057507
1999-08-19,24.39,0,12536.741214057507,0.0,12536.741214057507
1999-08-20,22.95,0,12536.741214057507,0.0,12536.741214057507
1999-08-23,22.55,0,12536.741214057507,0.0,12536.741214057507
1999-08-24,22.4,0,12536.741214057507,0.0,12536.741214057507
1999-08-25,20.96,0,12536.741214057507,0.0,12536.741214057507
1999-08-26,21.21,0,12536.741214057507,0.0,12536.741214057507
1999-08-27,21.83,0,12536.741214057507,0.0,12536.741214057507
1999-08-30,24.63,0,12536.741214057507,0.0,12536.741214057507
1999-08-31,24.45,0,12536.741214057507,0.0,12536.741214057507
1999-09-01,22.93,0,12536.741214057507,0.0,12536.741214057507
1999-09-02,24.53,0,12536.741214057507,0.0,12536.741214057507
1999-09-03,20.98,0,12536.741214057507,0.0,12536.741214057507
1999-09-07,23.44,0,12536.741214057507,0.0,12536.741214057507
1999-09-08,23.82,0,12536.741214057507,0.0,12536.741214057507
1999-09-09,23.01,0,12536.741214057507,0.0,12536.741214057507
1999-09-10,22.03,0,12536.741214057507,0.0,12536.741214057507
1999-09-13,22.89,0,12536.741214057507,0.0,12536.741214057507
1999-09-14,23.77,0,12536.741214057507,0.0,12536.741214057507
1999-09-15,24.56,0,12536.741214057507,0.0,12536.741214057507
1999-09-16,25.25,0,12536.741214057507,0.0,12536.741214057507
1999-09-17,23.3,0,12536.741214057507,0.0,12536.741214057507
1999-09-20,24.03,0,12536.741214057507,0.0,12536.741214057507
1999-09-21,25.65,0,12536.741214057507,0.0,12536.741214057507
1999-09-22,25.19,0,12536.741214057507,0.0,12536.741214057507
1999-09-23,27.84,0,12536.741214057507,0.0,12536.741214057507
1999-09-24,27.79,0,12536.741214057507,0.0,12536.741214057507
1999-09-27,26.4,0,12536.741214057507,0.0,12536.741214057507
1999-09-28,26.06,0,12536.741214057507,0.0,12536.741214057507
1999-09-29,26.49,0,12536.741214057507,0.0,12536.741214057507
1999-09-30,25.41,0,12536.741214057507,0.0,12536.741214057507
1999-10-01,24.93,0,12536.741214057507,0.0,12536.741214057507
1999-10-04,24.46,0,12536.741214057507,0.0,12536.741214057507
1999-10-05,24.79,0,12536.741214057507,0.0,12536.741214057507
1999-10-06,22.06,0,12536.741214057507,0.0,12536.741214057507
1999-10-07,23.58,0,12536.741214057507,0.0,12536.741214057507
1999-10-08,20.49,0,12536.741214057507,0.0,12536.741214057507
1999-10-11,20.63,0,12536.741214057507,0.0,12536.741214057507
1999-10-12,22.84,0,12536.741214057507,0.0,12536.741214057507
1999-10-13,25.96,0,12536.741214057507,0.0,12536.741214057507
1999-10-14,26.05,0,12536.741214057507,0.0,12536.741214057507
1999-10-15,28.75,0,12536.741214057507,0.0,12536.741214057507
1999-10-18,28.19,0,12536.741214057507,0.0,12536.741214057507
1999-10-19,26.56,0,12536.741214057507,0.0,12536.741214057507
1999-10-20,23.9,0,12536.741214057507,0.0,12536.741214057507
1999-10-21,24.02,0,12536.741214057507,0.0,12536.741214057507
1999-10-22,21.64,0,12536.741214057507,0.0,12536.741214057507
1999-10-25,23.6,0,12536.741214057507,0.0,12536.741214057507
1999-10-26,24.26,0,12536.741214057507,0.0,12536.741214057507
1999-10-27,24.2,0,12536.741214057507,0.0,12536.741214057507
1999-10-28,21.34,0,12536.741214057507,0.0,12536.741214057507
1999-10-29,22.2,0,12536.741214057507,0.0,12536.741214057507
1999-11-01,22.09,0,12536.741214057507,0.0,12536.741214057507
1999-11-02,23.1,0,12536.741214057507,0.0,12536.741214057507
1999-11-03,23.16,0,12536.741214057507,0.0,12536.741214057507
1999-11-04,23.0,0,12536.741214057507,0.0,12536.741214057507
1999-11-05,21.66,0,12536.741214057507,0.0,12536.741214057507
1999-11-08,21.87,0,12536.741214057507,0.0,12536.741214057507
1999-11-09,22.7,0,12536.741214057507,0.0,12536.741214057507
1999-11-10,22.26,0,12536.741214057507,0.0,12536.741214057507
1999-11-11,22.07,0,12536.741214057507,0.0,12536.741214057507
1999-11-12,21.65,0,12536.741214057507,0.0,12536.741214057507
1999-11-15,22.74,0,12536.741214057507,0.0,12536.741214057507
1999-11-16,20.73,0,12536.741214057507,0.0,12536.741214057507
1999-11-17,20.96,0,12536.741214057507,0.0,12536.741214057507
1999-11-18,19.76,0,12536.741214057507,0.0,12536.741214057507
1999-11-19,19.11,0,12536.741214057507,0.0,12536.741214057507
1999-11-22,19.98,0,12536.741214057507,0.0,12536.741214057507
1999-11-23,21.0,0,12536.741214057507,0.0,12536.741214057507
1999-11-24,20.26,0,12536.741214057507,0.0,12536.741214057507
1999-11-26,22.33,0,12536.741214057507,0.0,12536.741214057507
1999-11-29,23.57,0,12536.741214057507,0.0,12536.741214057507
1999-11-30,24.18,0,12536.741214057507,0.0,12536.741214057507
1999-12-01,22.23,0,12536.741214057507,0.0,12536.741214057507
1999-12-02,21.77,0,12536.741214057507,0.0,12536.741214057507
1999-12-03,19.32,0,12536.741214057507,0.0,12536.741214057507
1999-12-06,20.58,0,12536.741214057507,0.0,12536.741214057507
1999-12-07,21.09,0,12536.741214057507,0.0,12536.741214057507
1999-12-08,21.25,0,12536.741214057507,0.0,12536.741214057507
1999-12-09,21.19,0,12536.741214057507,0.0,12536.741214057507
1999-12-10,21.48,0,12536.741214057507,0.0,12536.741214057507
1999-12-13,21.72,0,12536.741214057507,0.0,12536.741214057507
1999-12-14,23.06,0,12536.741214057507,0.0,12536.741214057507
1999-12-15,22.03,0,12536.741214057507,0.0,12536.741214057507
1999-12-16,21.91,0,12536.741214057507,0.0,12536.741214057507
1999-12-17,21.35,0,12536.741214057507,0.0,12536.741214057507
1999-12-20,23.78,0,12536.741214057507,0.0,12536.741214057507
1999-12-21,22.66,0,12536.741214057507,0.0,12536.741214057507
1999-12-22,22.43,0,12536.741214057507,0.0,12536.741214057507
1999-12-23,21.12,0,12536.741214057507,0.0,12536.741214057507
1999-12-27,23.07,0,12536.741214057507,0.0,12536.741214057507
1999-12-28,22.97,0,12536.741214057507,0.0,12536.741214057507
1999-12-29,23.09,0,12536.741214057507,0.0,12536.741214057507
1999-12-30,24.76,0,12536.741214057507,0.0,12536.741214057507
1999-12-31,24.64,0,12536.741214057507,0.0,12536.741214057507
2000-01-03,24.21,0,12536.741214057507,0.0,12536.741214057507
2000-01-04,27.01,0,12536.741214057507,0.0,12536.741214057507
2000-01-05,26.41,0,12536.741214057507,0.0,12536.741214057507
2000-01-06,25.73,0,12536.741214057507,0.0,12536.741214057507
2000-01-07,21.72,0,12536.741214057507,0.0,12536.741214057507
2000-01-10,21.71,0,12536.741214057507,0.0,12536.741214057507
2000-01-11,22.5,0,12536.741214057507,0.0,12536.741214057507
2000-01-12,22.84,0,12536.741214057507,0.0,12536.741214057507
2000-01-13,21.71,0,12536.741214057507,0.0,12536.741214057507
2000-01-14,19.66,0,12536.741214057507,0.0,12536.741214057507
2000-01-18,21.5,0,12536.741214057507,0.0,12536.741214057507
2000-01-19,21.72,0,12536.741214057507,0.0,12536.741214057507
2000-01-20,21.75,0,12536.741214057507,0.0,12536.741214057507
2000-01-21,20.82,0,12536.741214057507,0.0,12536.741214057507
2000-01-24,24.07,0,12536.741214057507,0.0,12536.741214057507
2000-01-25,23.02,0,12536.741214057507,0.0,12536.741214057507
2000-01-26,23.03,0,12536.741214057507,0.0,12536.741214057507
2000-01-27,23.54,0,12536.741214057507,0.0,12536.741214057507
2000-01-28,26.14,0,12536.741214057507,0.0,12536.741214057507
2000-01-31,24.95,0,12536.741214057507,0.0,12536.741214057507
2000-02-01,23.45,0,12536.741214057507,0.0,12536.741214057507
2000-02-02,23.12,0,12536.741214057507,0.0,12536.741214057507
2000-02-03,22.01,0,12536.741214057507,0.0,12536.741214057507
2000-02-04,21.54,0,12536.741214057507,0.0,12536.741214057507
2000-02-07,22.79,0,12536.741214057507,0.0,12536.741214057507
2000-02-08,21.25,0,12536.741214057507,0.0,12536.741214057507
2000-02-09,22.9,0,12536.741214057507,0.0,12536.741214057507
2000-02-10,23.07,0,12536.741214057507,0.0,12536.741214057507
2000-02-11,24.42,0,12536.741214057507,0.0,12536.741214057507
2000-02-14,24.38,0,12536.741214057507,0.0,12536.741214057507
2000-02-15,22.92,0,12536.741214057507,0.0,12536.741214057507
2000-02-16,23.51,0,12536.741214057507,0.0,12536.741214057507
2000-02-17,23.17,0,12536.741214057507,0.0,12536.741214057507
2000-02-18,26.0,0,12536.741214057507,0.0,12536.741214057507
2000-02-22,25.86,0,12536.741214057507,0.0,12536.741214057507
2000-02-23,23.89,0,12536.741214057507,0.0,12536.741214057507
2000-02-24,24.38,0,12536.741214057507,0.0,12536.741214057507
2000-02-25,25.2,0,12536.741214057507,0.0,12536.741214057507
2000-02-28,24.68,0,12536.741214057507,0.0,12536.741214057507
2000-02-29,23.37,0,12536.741214057507,0.0,12536.741214057507
2000-03-01,21.64,0,12536.741214057507,0.0,12536.741214057507
2000-03-02,21.06,0,12536.741214057507,0.0,12536.741214057507
2000-03-03,19.21,0,12536.741214057507,0.0,12536.741214057507
2000-03-06,21.5,0,12536.741214057507,0.0,12536.741214057507
2000-03-07,24.31,0,12536.741214057507,0.0,12536.741214057507
2000-03-08,23.82,0,12536.741214057507,0.0,12536.741214057507
2000-03-09,22.21,0,12536.741214057507,0.0,12536.741214057507
2000-03-10,21.24,0,12536.741214057507,0.0,12536.741214057507
2000-03-13,22.85,0,12536.741214057507,0.0,12536.741214057507
2000-03-14,24.41,0,12536.741214057507,0.0,12536.741214057507
2000-03-15,22.34,0,12536.741214057507,0.0,12536.741214057507
2000-03-16,20.77,0,12536.741214057507,0.0,12536.741214057507
2000-03-17,22.37,0,12536.741214057507,0.0,12536.741214057507
2000-03-20,22.96,0,12536.741214057507,0.0,12536.741214057507
2000-03-21,21.7,0,12536.741214057507,0.0,12536.741214057507
2000-03-22,21.49,0,12536.741214057507,0.0,12536.741214057507
2000-03-23,22.26,0,12536.741214057507,0.0,12536.741214057507
2000-03-24,23.31,0,12536.741214057507,0.0,12536.741214057507
2000-03-27,24.53,0,12536.741214057507,0.0,12536.741214057507
2000-03-28,24.86,0,12536.741214057507,0.0,12536.741214057507
2000-03-29,24.1,0,12536.741214057507,0.0,12536.741214057507
2000-03-30,25.47,0,12536.741214057507,0.0,12536.741214057507
2000-03-31,24.11,0,12536.741214057507,0.0,12536.741214057507
2000-04-03,24.03,0,12536.741214057507,0.0,12536.741214057507
2000-04-04,27.12,0,12536.741214057507,0.0,12536.741214057507
2000-04-05,28.41,0,12536.741214057507,0.0,12536.741214057507
2000-04-06,27.15,0,12536.741214057507,0.0,12536.741214057507
2000-04-07,24.39,0,12536.741214057507,0.0,12536.741214057507
2000-04-10,25.99,0,12536.741214057507,0.0,12536.741214057507
2000-04-11,27.25,0,12536.741214057507,0.0,12536.741214057507
2000-04-12,28.98,0,12536.741214057507,0.0,12536.741214057507
2000-04-13,29.4,0,12536.741214057507,0.0,12536.741214057507
2000-04-14,33.49,0,12536.741214057507,0.0,12536.741214057507
2000-04-17,28.95,0,12536.741214057507,0.0,12536.741214057507
2000-04-18,26.12,0,12536.741214057507,0.0,12536.741214057507
2000-04-19,27.02,0,12536.741214057507,0.0,12536.741214057507
2000-04-20,25.85,0,12536.741214057507,0.0,12536.741214057507
2000-04-24,27.37,0,12536.741214057507,0.0,12536.741214057507
2000-04-25,25.24,0,12536.741214057507,0.0,12536.741214057507
2000-04-26,26.97,0,12536.741214057507,0.0,12536.741214057507
2000-04-27,26.19,0,12536.741214057507,0.0,12536.741214057507
2000-04-28,26.2,0,12536.741214057507,0.0,12536.741214057507
2000-05-01,25.88,0,12536.741214057507,0.0,12536.741214057507
2000-05-02,28.5,0,12536.741214057507,0.0,12536.741214057507
2000-05-03,31.63,0,12536.741214057507,0.0,12536.741214057507
2000-05-04,30.77,0,12536.741214057507,0.0,12536.741214057507
2000-05-05,27.53,0,12536.741214057507,0.0,12536.741214057507
2000-05-08,28.2,0,12536.741214057507,0.0,12536.741214057507
2000-05-09,28.93,0,12536.741214057507,0.0,12536.741214057507
2000-05-10,29.87,0,12536.741214057507,0.0,12536.741214057507
2000-05-11,27.76,0,12536.741214057507,0.0,12536.741214057507
2000-05-12,26.05,0,12536.741214057507,0.0,12536.741214057507
2000-05-15,24.86,0,12536.741214057507,0.0,12536.741214057507
2000-05-16,24.34,0,12536.741214057507,0.0,12536.741214057507
2000-05-17,23.98,0,12536.741214057507,0.0,12536.741214057507
2000-05-18,23.96,0,12536.741214057507,0.0,12536.741214057507
2000-05-19,25.44,0,12536.741214057507,0.0,12536.741214057507
2000-05-22,26.0,0,12536.741214057507,0.0,12536.741214057507
2000-05-23,25.87,0,12536.741214057507,0.0,12536.741214057507
2000-05-24,24.32,0,12536.741214057507,0.0,12536.741214057507
2000-05-25,24.58,0,12536.741214057507,0.0,12536.741214057507
2000-05-26,24.47,0,12536.741214057507,0.0,12536.741214057507
2000-05-30,23.62,0,12536.741214057507,0.0,12536.741214057507
2000-05-31,23.65,0,12536.741214057507,0.0,12536.741214057507
2000-06-01,22.36,0,12536.741214057507,0.0,12536.741214057507
2000-06-02,21.48,0,12536.741214057507,0.0,12536.741214057507
2000-06-05,22.71,0,12536.741214057507,0.0,12536.741214057507
2000-06-06,23.05,0,12536.741214057507,0.0,12536.741214057507
2000-06-07,22.48,0,12536.741214057507,0.0,12536.741214057507
2000-06-08,22.77,0,12536.741214057507,0.0,12536.741214057507
2000-06-09,22.14,0,12536.741214057507,0.0,12536.741214057507
2000-06-12,22.32,0,12536.741214057507,0.0,12536.741214057507
2000-06-13,21.67,0,12536.741214057507,0.0,12536.741214057507
2000-06-14,21.48,0,12536.741214057507,0.0,12536.741214057507
2000-06-15,20.68,0,12536.741214057507,0.0,12536.741214057507
2000-06-16,20.5,0,12536.741214057507,0.0,12536.741214057507
2000-06-19,20.63,0,12536.741214057507,0.0,12536.741214057507
2000-06-20,20.88,0,12536.741214057507,0.0,12536.741214057507
2000-06-21,20.61,0,12536.741214057507,0.0,12536.741214057507
2000-06-22,22.0,0,12536.741214057507,0.0,12536.741214057507
2000-06-23,22.34,0,12536.741214057507,0.0,12536.741214057507
2000-06-26,22.45,0,12536.741214057507,0.0,12536.741214057507
2000-06-27,21.8,0,12536.741214057507,0.0,12536.741214057507
2000-06-28,20.29,0,12536.741214057507,0.0,12536.741214057507
2000-06-29,19.7,0,12536.741214057507,0.0,12536.741214057507
2000-06-30,19.54,0,12536.741214057507,0.0,12536.741214057507
2000-07-03,19.83,0,12536.741214057507,0.0,12536.741214057507
2000-07-05,21.16,0,12536.741214057507,0.0,12536.741214057507
2000-07-06,20.94,0,12536.741214057507,0.0,12536.741214057507
2000-07-07,19.22,0,12536.741214057507,0.0,12536.741214057507
2000-07-10,20.33,0,12536.741214057507,0.0,12536.741214057507
2000-07-11,20.11,0,12536.741214057507,0.0,12536.741214057507
2000-07-12,20.03,0,12536.741214057507,0.0,12536.741214057507
2000-07-13,20.03,0,12536.741214057507,0.0,12536.741214057507
2000-07-14,19.32,0,12536.741214057507,0.0,12536.741214057507
2000-07-17,19.45,0,12536.741214057507,0.0,12536.741214057507
2000-07-18,19.75,0,12536.741214057507,0.0,12536.741214057507
2000-07-19,19.65,0,12536.741214057507,0.0,12536.741214057507
2000-07-20,18.94,0,12536.741214057507,0.0,12536.741214057507
2000-07-21,18.94,0,12536.741214057507,0.0,12536.741214057507
2000-07-24,19.92,0,12536.741214057507,0.0,12536.741214057507
2000-07-25,19.39,0,12536.741214057507,0.0,12536.741214057507
2000-07-26,19.67,0,12536.741214057507,0.0,12536.741214057507
2000-07-27,19.6,0,12536.741214057507,0.0,12536.741214057507
2000-07-28,20.84,0,12536.741214057507,0.0,12536.741214057507
2000-07-31,20.74,0,12536.741214057507,0.0,12536.741214057507
2000-08-01,20.55,0,12536.741214057507,0.0,12536.741214057507
2000-08-02,20.0,0,12536.741214057507,0.0,12536.741214057507
2000-08-03,19.99,0,12536.741214057507,0.0,12536.741214057507
2000-08-04,18.62,0,12536.741214057507,0.0,12536.741214057507
2000-08-07,19.03,0,12536.741214057507,0.0,12536.741214057507
2000-08-08,18.79,0,12536.741214057507,0.0,12536.741214057507
2000-08-09,19.18,0,12536.741214057507,0.0,12536.741214057507
2000-08-10,19.19,0,12536.741214057507,0.0,12536.741214057507
2000-08-11,18.55,0,12536.741214057507,0.0,12536.741214057507
2000-08-14,17.88,0,12536.741214057507,0.0,12536.741214057507
2000-08-15,17.98,0,12536.741214057507,0.0,12536.741214057507
2000-08-16,18.02,0,12536.741214057507,0.0,12536.741214057507
2000-08-17,17.48,0,12536.741214057507,0.0,12536.741214057507
2000-08-18,17.05,0,12536.741214057507,0.0,12536.741214057507
2000-08-21,17.35,0,12536.741214057507,0.0,12536.741214057507
2000-08-22,17.47,0,12536.741214057507,0.0,12536.741214057507
2000-08-23,17.38,0,12536.741214057507,0.0,12536.741214057507
2000-08-24,17.04,0,12536.741214057507,0.0,12536.741214057507
2000-08-25,16.53,0,12536.741214057507,0.0,12536.741214057507
2000-08-28,16.54,0,12536.741214057507,0.0,12536.741214057507
2000-08-29,16.89,0,12536.741214057507,0.0,12536.741214057507
2000-08-30,17.69,0,12536.741214057507,0.0,12536.741214057507
2000-08-31,16.84,0,12536.741214057507,0.0,12536.741214057507
2000-09-01,17.53,0,12536.741214057507,0.0,12536.741214057507
2000-09-05,19.82,0,12536.741214057507,0.0,12536.741214057507
2000-09-06,20.79,0,12536.741214057507,0.0,12536.741214057507
2000-09-07,19.42,0,12536.741214057507,0.0,12536.741214057507
2000-09-08,18.46,0,12536.741214057507,0.0,12536.741214057507
2000-09-11,18.4,0,12536.741214057507,0.0,12536.741214057507
2000-09-12,18.59,0,12536.741214057507,0.0,12536.741214057507
2000-09-13,18.32,0,12536.741214057507,0.0,12536.741214057507
2000-09-14,18.26,0,12536.741214057507,0.0,12536.741214057507
2000-09-15,18.52,0,12536.741214057507,0.0,12536.741214057507
2000-09-18,20.25,0,12536.741214057507,0.0,12536.741214057507
2000-09-19,19.54,0,12536.741214057507,0.0,12536.741214057507
2000-09-20,19.93,0,12536.741214057507,0.0,12536.741214057507
2000-09-21,20.18,0,12536.741214057507,0.0,12536.741214057507
2000-09-22,20.74,0,12536.741214057507,0.0,12536.741214057507
2000-09-25,21.41,0,12536.741214057507,0.0,12536.741214057507
2000-09-26,21.88,0,12536.741214057507,0.0,12536.741214057507
2000-09-27,21.67,0,12536.741214057507,0.0,12536.741214057507
2000-09-28,19.47,0,12536.741214057507,0.0,12536.741214057507
2000-09-29,20.57,0,12536.741214057507,0.0,12536.741214057507
2000-10-02,21.23,0,12536.741214057507,0.0,12536.741214057507
2000-10-03,21.85,0,12536.741214057507,0.0,12536.741214057507
2000-10-04,21.54,0,12536.741214057507,0.0,12536.741214057507
2000-10-05,21.03,0,12536.741214057507,0.0,12536.741214057507
2000-10-06,22.71,0,12536.741214057507,0.0,12536.741214057507
2000-10-09,24.02,0,12536.741214057507,0.0,12536.741214057507
2000-10-10,24.86,0,12536.741214057507,0.0,12536.741214057507
2000-10-11,26.57,0,12536.741214057507,0.0,12536.741214057507
2000-10-12,30.51,0,12536.741214057507,0.0,12536.741214057507
2000-10-13,27.6,0,12536.741214057507,0.0,12536.741214057507
2000-10-16,26.79,0,12536.741214057507,0.0,12536.741214057507
2000-10-17,27.84,0,12536.741214057507,0.0,12536.741214057507
2000-10-18,28.72,0,12536.741214057507,0.0,12536.741214057507
2000-10-19,25.09,0,12536.741214057507,0.0,12536.741214057507
2000-10-20,24.24,0,12536.741214057507,0.0,12536.741214057507
2000-10-23,24.69,0,12536.741214057507,0.0,12536.741214057507
2000-10-24,24.28,0,12536.741214057507,0.0,12536.741214057507
2000-10-25,26.65,0,12536.741214057507,0.0,12536.741214057507
2000-10-26,28.62,0,12536.741214057507,0.0,12536.741214057507
2000-10-27,26.47,0,12536.741214057507,0.0,12536.741214057507
2000-10-30,25.46,0,12536.741214057507,0.0,12536.741214057507
2000-10-31,23.63,0,12536.741214057507,0.0,12536.741214057507
2000-11-01,24.28,0,12536.741214057507,0.0,12536.741214057507
2000-11-02,23.92,0,12536.741214057507,0.0,12536.741214057507
2000-11-03,23.67,0,12536.741214057507,0.0,12536.741214057507
2000-11-06,24.52,0,12536.741214057507,0.0,12536.741214057507
2000-11-07,24.91,0,12536.741214057507,0.0,12536.741214057507
2000-11-08,25.66,0,12536.741214057507,0.0,12536.741214057507
2000-11-09,27.2,0,12536.741214057507,0.0,12536.741214057507
2000-11-10,28.53,0,12536.741214057507,0.0,12536.741214057507
2000-11-13,29.06,0,12536.741214057507,0.0,12536.741214057507
2000-11-14,26.81,0,12536.741214057507,0.0,12536.741214057507
2000-11-15,26.15,0,12536.741214057507,0.0,12536.741214057507
2000-11-16,25.05,0,12536.741214057507,0.0,12536.741214057507
2000-11-17,24.81,0,12536.741214057507,0.0,12536.741214057507
2000-11-20,27.43,0,12536.741214057507,0.0,12536.741214057507
2000-11-21,26.62,0,12536.741214057507,0.0,12536.741214057507
2000-11-22,27.71,0,12536.741214057507,0.0,12536.741214057507
2000-11-24,26.0,0,12536.741214057507,0.0,12536.741214057507
2000-11-27,26.93,0,12536.741214057507,0.0,12536.741214057507
2000-11-28,27.64,0,12536.741214057507,0.0,12536.741214057507
2000-11-29,27.49,0,12536.741214057507,0.0,12536.741214057507
2000-11-30,29.65,0,12536.741214057507,0.0,12536.741214057507
2000-12-01,27.48,0,12536.741214057507,0.0,12536.741214057507
2000-12-04,27.78,0,12536.741214057507,0.0,12536.741214057507
2000-12-05,24.99,0,12536.741214057507,0.0,12536.741214057507
2000-12-06,25.07,0,12536.741214057507,0.0,12536.741214057507
2000-12-07,25.34,0,12536.741214057507,0.0,12536.741214057507
2000-12-08,22.41,0,12536.741214057507,0.0,12536.741214057507
2000-12-11,23.51,0,12536.741214057507,0.0,12536.741214057507
2000-12-12,24.88,0,12536.741214057507,0.0,12536.741214057507
2000-12-13,23.63,0,12536.741214057507,0.0,12536.741214057507
2000-12-14,24.86,0,12536.741214057507,0.0,12536.741214057507
2000-12-15,26.55,0,12536.741214057507,0.0,12536.741214057507
2000-12-18,27.7,0,12536.741214057507,0.0,12536.741214057507
2000-12-19,27.17,0,12536.741214057507,0.0,12536.741214057507
2000-12-20,31.74,0,12536.741214057507,0.0,12536.741214057507
2000-12-21,29.66,0,12536.741214057507,0.0,12536.741214057507
2000-12-22,27.55,0,12536.741214057507,0.0,12536.741214057507
2000-12-26,28.73,0,12536.741214057507,0.0,12536.741214057507
2000-12-27,28.14,0,12536.741214057507,0.0,12536.741214057507
2000-12-28,26.57,0,12536.741214057507,0.0,12536.741214057507
2000-12-29,26.85,0,12536.741214057507,0.0,12536.741214057507
2001-01-02,29.99,0,12536.741214057507,0.0,12536.741214057507
2001-01-03,26.6,0,12536.741214057507,0.0,12536.741214057507
2001-01-04,26.97,0,12536.741214057507,0.0,12536.741214057507
2001-01-05,28.67,0,12536.741214057507,0.0,12536.741214057507
2001-01-08,29.84,0,12536.741214057507,0.0,12536.741214057507
2001-01-09,27.99,0,12536.741214057507,0.0,12536.741214057507
2001-01-10,26.8,0,12536.741214057507,0.0,12536.741214057507
2001-01-11,25.79,0,12536.741214057507,0.0,12536.741214057507
2001-01-12,24.56,0,12536.741214057507,0.0,12536.741214057507
2001-01-16,25.28,0,12536.741214057507,0.0,12536.741214057507
2001-01-17,24.93,0,12536.741214057507,0.0,12536.741214057507
2001-01-18,23.37,0,12536.741214057507,0.0,12536.741214057507
2001-01-19,23.24,0,12536.741214057507,0.0,12536.741214057507
2001-01-22,23.25,0,12536.741214057507,0.0,12536.741214057507
2001-01-23,21.57,0,12536.741214057507,0.0,12536.741214057507
2001-01-24,22.03,0,12536.741214057507,0.0,12536.741214057507
2001-01-25,22.64,0,12536.741214057507,0.0,12536.741214057507
2001-01-26,22.57,0,12536.741214057507,0.0,12536.741214057507
2001-01-29,22.61,0,12536.741214057507,0.0,12536.741214057507
2001-01-30,22.57,0,12536.741214057507,0.0,12536.741214057507
2001-01-31,22.02,0,12536.741214057507,0.0,12536.741214057507
2001-02-01,21.66,0,12536.741214057507,0.0,12536.741214057507
2001-02-02,21.95,0,12536.741214057507,0.0,12536.741214057507
2001-02-05,22.19,0,12536.741214057507,0.0,12536.741214057507
2001-02-06,21.98,0,12536.741214057507,0.0,12536.741214057507
2001-02-07,21.67,0,12536.741214057507,0.0,12536.741214057507
2001-02-08,21.46,0,12536.741214057507,0.0,12536.741214057507
2001-02-09,22.03,0,12536.741214057507,0.0,12536.741214057507
2001-02-12,21.92,0,12536.741214057507,0.0,12536.741214057507
